1150.0,4730.0,3946.0,2988.0,2798.0,2818.0,3141.0,2751.0,2835.0,2652.0,2897.0
976.0,1066.0,951.0,913.0,909.0,935.0,941.0,933.0,812.0,994.0,972.0
824.0,969.0,993.0,1111.0,922.0,823.0,1048.0,960.0,890.0,804.0,943.0
830.0,1020.0,915.0,995.0,837.0,956.0,935.0,950.0,983.0,986.0,799.0
822.0,1051.0,937.0,1029.0,874.0,1031.0,963.0,953.0,965.0,1006.0,974.0
863.0,1107.0,1026.0,931.0,968.0,966.0,1002.0,877.0,959.0,866.0,1023.0
926.0,1111.0,998.0,1075.0,966.0,970.0,861.0,1074.0,854.0,866.0,984.0
872.0,1188.0,1030.0,1091.0,1151.0,967.0,835.0,1280.0,1253.0,1043.0,1006.0
902.0,1133.0,1054.0,1035.0,936.0,1057.0,1049.0,1030.0,1033.0,1072.0,1028.0
960.0,1214.0,1134.0,1261.0,1025.0,951.0,1123.0,1074.0,1017.0,1047.0,1085.0
1000.0,1198.0,1134.0,1130.0,998.0,1103.0,937.0,1020.0,1055.0,963.0,993.0
1072.0,1379.0,1036.0,1062.0,1103.0,1254.0,1066.0,1050.0,1123.0,1195.0,1202.0
1266.0,1422.0,1357.0,1732.0,1306.0,1508.0,1520.0,1485.0,1374.0,1511.0,1439.0
1635.0,1847.0,1824.0,1888.0,1740.0,1812.0,2059.0,1897.0,1844.0,2052.0,1934.0
2472.0,2807.0,2544.0,3053.0,2496.0,2536.0,2579.0,2625.0,2777.0,2765.0,2653.0
4180.0,4360.0,4411.0,4338.0,4233.0,4178.0,4292.0,4214.0,4321.0,4363.0,4777.0
8240.0,8359.0,8448.0,8440.0,8278.0,8458.0,8508.0,8476.0,8297.0,8285.0,8628.0
16146.0,16519.0,16488.0,16368.0,16219.0,16290.0,16341.0,16232.0,16394.0,16418.0,16092.0
36339.0,36524.0,36868.0,36660.0,36578.0,36893.0,36941.0,36825.0,36733.0,36799.0,36685.0
79997.0,80304.0,80478.0,80419.0,79699.0,83151.0,80011.0,80231.0,79949.0,80422.0,80590.0
172502.0,175592.0,175412.0,175361.0,174676.0,174376.0,175038.0,173723.0,173884.0,173447.0,175528.0
379121.0,380429.0,380705.0,379682.0,380089.0,381558.0,379842.0,379326.0,379609.0,380022.0,379018.0
